response_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,Belonging,Employee Voice,Psychological Safety,Fairness & Opportunity,Inclusive Leadership,inclusion_index_1_5,inclusion_index_0_100,inclusion_outcome
R02980,Technology,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,5.0,4.667,3.333,3.0,4.667,4.133,78.3,4.333
R02981,Technology,DE,EMEA,Women,50-59,Individual contributor,< 1 year,Hybrid,5.0,4.333,4.333,4.0,3.333,4.2,80.0,3.667
R02982,Technology,DE,EMEA,Men,60+,Individual contributor,10 years +,Hybrid,5.0,4.0,3.0,3.667,4.333,4.0,75.0,5.0
R02983,Technology,DE,EMEA,Men,30-39,Individual contributor,10 years +,Onsite,4.0,4.667,4.0,5.0,4.667,4.467,86.7,4.333
R02984,Technology,DE,EMEA,Women,30-39,Manager,3-5 years,Remote,4.667,5.0,4.333,4.0,5.0,4.6,90.0,4.667
R02985,Technology,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Hybrid,3.333,3.667,4.0,3.667,4.333,3.8,70.0,3.667
R02987,Technology,DE,EMEA,Women,40-49,Individual contributor,10 years +,Hybrid,4.0,4.667,4.0,4.0,3.0,3.933,73.3,3.0
R02988,Technology,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,4.667,4.667,3.667,2.667,3.667,3.867,71.7,2.667
R02989,Technology,DE,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,3.667,5.0,4.0,3.667,3.667,4.0,75.0,5.0
R02990,Technology,DE,EMEA,Men,40-49,Manager,< 1 year,Onsite,5.0,4.667,5.0,3.667,5.0,4.667,91.7,4.667
R02991,Technology,DE,EMEA,Men,18-29,Senior leader,10 years +,Onsite,5.0,4.667,4.667,5.0,5.0,4.867,96.7,4.333
R02992,Technology,DE,EMEA,Men,40-49,Individual contributor,1-2 years,Hybrid,4.333,4.667,5.0,3.0,4.0,4.2,80.0,5.0
R02993,Technology,DE,EMEA,Women,30-39,Manager,3-5 years,Onsite,4.0,5.0,5.0,4.0,4.667,4.533,88.3,5.0
R02994,Technology,DE,EMEA,Men,18-29,Individual contributor,10 years +,Hybrid,4.333,5.0,4.667,4.333,4.333,4.533,88.3,4.667
R02995,Technology,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,2.333,5.0,2.667,5.0,4.667,3.933,73.3,4.0
R02996,Technology,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,4.333,4.667,4.667,3.0,4.667,4.267,81.7,4.333
R02997,Technology,DE,EMEA,Women,50-59,Individual contributor,6-10 years,Remote,4.0,3.667,3.667,3.667,5.0,4.0,75.0,4.0
R02998,Technology,DE,EMEA,Women,18-29,Manager,1-2 years,Remote,4.0,4.333,4.667,3.333,4.667,4.2,80.0,4.333
R02999,Technology,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Onsite,4.0,4.667,2.333,4.0,3.667,3.733,68.3,4.667
R03000,Technology,DE,EMEA,Women,50-59,Team lead,6-10 years,Remote,4.0,5.0,4.667,4.667,5.0,4.667,91.7,4.0
R03001,Technology,DE,EMEA,Men,18-29,Team lead,3-5 years,Hybrid,4.0,4.333,3.333,3.333,3.667,3.733,68.3,3.333
R03002,Technology,DE,EMEA,Men,18-29,Individual contributor,1-2 years,Remote,4.667,4.0,3.333,4.333,3.333,3.933,73.3,3.0
R03003,Technology,US,North America,Men,40-49,Individual contributor,10 years +,Onsite,3.333,4.333,4.667,4.0,3.0,3.867,71.7,4.0
R03004,Technology,US,North America,Men,50-59,Manager,1-2 years,Hybrid,5.0,4.667,4.0,4.0,4.333,4.4,85.0,4.333
R03005,Technology,US,North America,Women,40-49,Individual contributor,< 1 year,Hybrid,4.333,4.0,4.0,3.0,4.333,3.933,73.3,4.667
R03007,Technology,US,North America,Men,40-49,Individual contributor,3-5 years,Hybrid,4.0,5.0,3.667,4.333,4.667,4.333,83.3,3.667
R03008,Technology,US,North America,Women,40-49,Individual contributor,3-5 years,Hybrid,4.667,5.0,4.0,2.667,4.333,4.133,78.3,4.667
R03009,Technology,US,North America,Women,18-29,Individual contributor,6-10 years,Hybrid,4.0,3.333,3.667,4.0,4.0,3.8,70.0,3.333
R03011,Technology,US,North America,Women,60+,Individual contributor,< 1 year,Hybrid,5.0,3.667,4.667,3.0,4.667,4.2,80.0,3.667
R03012,Technology,US,North America,Women,18-29,Individual contributor,< 1 year,Onsite,3.0,5.0,5.0,3.333,4.0,4.067,76.7,4.0
R03013,Technology,US,North America,Women,18-29,Individual contributor,3-5 years,Onsite,4.667,3.333,5.0,4.0,4.667,4.333,83.3,4.667
R03014,Technology,US,North America,Women,40-49,Individual contributor,1-2 years,Hybrid,3.667,5.0,4.667,4.333,4.333,4.4,85.0,3.667
R03016,Technology,US,North America,Men,18-29,Team lead,6-10 years,Hybrid,3.333,5.0,4.667,3.333,4.667,4.2,80.0,4.0
R03017,Technology,US,North America,Women,30-39,Individual contributor,3-5 years,Hybrid,4.333,4.667,3.0,3.667,3.667,3.867,71.7,3.333
R03018,Technology,US,North America,Women,30-39,Individual contributor,6-10 years,Onsite,5.0,3.0,3.333,3.0,2.333,3.333,58.3,4.333
R03020,Technology,US,North America,Non-binary / self-described,40-49,Team lead,< 1 year,Onsite,5.0,5.0,5.0,4.0,4.0,4.6,90.0,5.0
R03021,Technology,IN,APAC,Men,60+,Individual contributor,3-5 years,Onsite,4.667,3.667,3.667,3.667,3.667,3.867,71.7,3.667
R03022,Technology,IN,APAC,Men,18-29,Team lead,3-5 years,Hybrid,3.333,4.667,4.667,3.0,4.333,4.0,75.0,5.0
R03023,Technology,IN,APAC,Men,40-49,Team lead,< 1 year,Hybrid,5.0,5.0,4.667,4.333,5.0,4.8,95.0,4.667
R03024,Technology,IN,APAC,Men,30-39,Manager,1-2 years,Onsite,5.0,4.0,5.0,4.333,4.667,4.6,90.0,3.667
R03025,Technology,IN,APAC,Men,30-39,Manager,3-5 years,Onsite,4.667,5.0,4.333,3.0,5.0,4.4,85.0,4.333
R03026,Technology,IN,APAC,Women,30-39,Team lead,1-2 years,Hybrid,4.333,4.667,4.667,4.333,4.333,4.467,86.7,5.0
R03027,Technology,IN,APAC,Women,40-49,Individual contributor,1-2 years,Hybrid,4.667,4.333,3.333,4.333,4.667,4.267,81.7,4.333
R03028,Technology,IN,APAC,Men,60+,Individual contributor,< 1 year,Onsite,4.333,4.667,4.667,3.667,4.333,4.333,83.3,4.667
R03029,Technology,IN,APAC,Men,18-29,Individual contributor,1-2 years,Hybrid,3.667,3.333,4.667,2.333,4.667,3.733,68.3,4.0
R03032,Technology,IN,APAC,Men,30-39,Individual contributor,3-5 years,Remote,4.333,4.667,4.667,4.667,4.333,4.533,88.3,5.0
R03033,Technology,IN,APAC,Men,30-39,Individual contributor,< 1 year,Hybrid,5.0,4.333,5.0,4.0,5.0,4.667,91.7,5.0
R03036,Technology,CA,North America,Women,60+,Manager,3-5 years,Onsite,5.0,3.667,4.667,4.0,5.0,4.467,86.7,5.0
R03037,Technology,CA,North America,Women,50-59,Team lead,1-2 years,Hybrid,4.667,4.0,5.0,3.0,4.667,4.267,81.7,4.0
R03038,Technology,CA,North America,Men,50-59,Individual contributor,3-5 years,Hybrid,4.333,3.333,4.333,2.667,5.0,3.933,73.3,4.333
R03039,Technology,CA,North America,Women,30-39,Individual contributor,< 1 year,Onsite,5.0,5.0,3.0,3.333,4.667,4.2,80.0,4.333
R03040,Technology,CA,North America,Men,40-49,Team lead,1-2 years,Onsite,4.667,3.333,4.0,4.667,4.333,4.2,80.0,3.333
R03043,Technology,CA,North America,Women,50-59,Team lead,6-10 years,Onsite,3.667,5.0,5.0,4.333,5.0,4.6,90.0,4.333
R03044,Technology,CA,North America,Women,50-59,Individual contributor,10 years +,Onsite,4.333,3.667,4.333,2.0,5.0,3.867,71.7,3.667
R03045,Technology,CA,North America,Women,18-29,Individual contributor,6-10 years,Onsite,3.667,4.667,5.0,3.0,4.667,4.2,80.0,4.333
R03046,Technology,CA,North America,Men,30-39,Team lead,< 1 year,Hybrid,5.0,4.333,5.0,5.0,5.0,4.867,96.7,5.0
R03047,Technology,CA,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,4.667,2.667,4.0,3.333,5.0,3.933,73.3,4.333
R03048,Technology,CA,North America,Women,50-59,Individual contributor,< 1 year,Onsite,4.333,4.0,3.667,3.667,4.667,4.067,76.7,3.667
R03049,Technology,CA,North America,Men,18-29,Individual contributor,3-5 years,Hybrid,4.667,4.333,3.667,2.333,5.0,4.0,75.0,3.667
R03050,Technology,CA,North America,Women,50-59,Individual contributor,6-10 years,Hybrid,4.667,3.333,4.0,3.333,5.0,4.067,76.7,4.667
R03051,Technology,CA,North America,Women,18-29,Individual contributor,3-5 years,Remote,3.667,4.0,4.333,5.0,4.667,4.333,83.3,4.0
R03052,Technology,CA,North America,Women,50-59,Team lead,1-2 years,Onsite,5.0,4.333,4.0,2.667,5.0,4.2,80.0,5.0
R03053,Technology,IN,APAC,Women,30-39,Individual contributor,10 years +,Hybrid,4.333,1.667,4.0,4.0,4.0,3.6,65.0,2.667
R03054,Technology,IN,APAC,Men,30-39,Individual contributor,< 1 year,Onsite,4.0,4.333,3.0,3.0,3.667,3.6,65.0,3.333
R03055,Technology,IN,APAC,Men,30-39,Individual contributor,10 years +,Hybrid,4.0,4.667,4.0,3.667,2.667,3.8,70.0,4.0
R03056,Technology,IN,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,4.667,4.333,4.333,5.0,3.333,4.333,83.3,5.0
R03057,Technology,IN,APAC,Men,50-59,Individual contributor,6-10 years,Hybrid,3.667,3.667,3.667,2.333,4.333,3.533,63.3,3.0
R03059,Technology,IN,APAC,Women,50-59,Individual contributor,1-2 years,Onsite,3.667,4.333,2.333,4.0,4.667,3.8,70.0,3.333
R03060,Technology,IN,APAC,Women,30-39,Individual contributor,1-2 years,Remote,5.0,4.667,4.333,3.667,4.333,4.4,85.0,4.333
R03061,Technology,IN,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,3.333,4.667,2.667,3.333,3.333,3.467,61.7,2.333
R03062,Technology,IN,APAC,Women,40-49,Individual contributor,< 1 year,Hybrid,4.0,4.0,4.0,3.333,4.667,4.0,75.0,4.667
R03064,Technology,IN,APAC,Men,40-49,Individual contributor,3-5 years,Hybrid,4.333,4.667,4.333,3.667,4.0,4.2,80.0,4.0
R03066,Technology,IN,APAC,Men,30-39,Individual contributor,10 years +,Onsite,3.667,3.667,2.333,3.0,4.333,3.4,60.0,2.667
R03067,Technology,IN,APAC,Men,30-39,Team lead,1-2 years,Onsite,2.333,4.667,3.667,4.333,4.0,3.8,70.0,4.333
R03068,Technology,IN,APAC,Men,18-29,Team lead,< 1 year,Onsite,5.0,4.333,3.333,5.0,5.0,4.533,88.3,3.333
R03072,Technology,PL,EMEA,Women,50-59,Individual contributor,3-5 years,Onsite,5.0,4.0,3.667,2.0,4.0,3.733,68.3,4.0
R03073,Technology,PL,EMEA,Women,40-49,Individual contributor,1-2 years,Onsite,4.0,3.667,5.0,3.0,4.333,4.0,75.0,5.0
R03074,Technology,PL,EMEA,Women,30-39,Team lead,3-5 years,Remote,4.667,1.333,4.333,4.333,4.667,3.867,71.7,4.0
R03075,Technology,PL,EMEA,Men,40-49,Individual contributor,1-2 years,Hybrid,4.667,3.333,3.667,3.0,3.667,3.667,66.7,4.0
R03076,Technology,PL,EMEA,Men,40-49,Individual contributor,10 years +,Hybrid,5.0,3.333,2.667,2.333,4.0,3.467,61.7,3.667
R03077,Technology,PL,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,4.333,3.0,3.667,3.333,2.667,3.4,60.0,4.0
R03078,Technology,PL,EMEA,Men,60+,Individual contributor,3-5 years,Onsite,5.0,2.667,4.667,1.667,5.0,3.8,70.0,4.667
R03079,Technology,PL,EMEA,Men,50-59,Manager,3-5 years,Remote,5.0,4.333,4.667,4.333,5.0,4.667,91.7,4.333
R03080,Technology,PL,EMEA,Women,40-49,Individual contributor,10 years +,Onsite,2.333,4.667,4.333,3.0,4.667,3.8,70.0,3.0
R03081,Technology,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,4.667,4.333,4.0,3.667,3.667,4.067,76.7,3.667
R03082,Technology,PL,EMEA,Men,30-39,Manager,< 1 year,Hybrid,5.0,3.0,4.667,4.333,4.667,4.333,83.3,4.667
R03083,Technology,PL,EMEA,Women,18-29,Individual contributor,1-2 years,Onsite,3.333,4.333,2.667,3.0,3.333,3.333,58.3,3.667
R03084,Technology,PL,EMEA,Women,40-49,Team lead,3-5 years,Onsite,4.667,4.333,3.0,2.0,5.0,3.8,70.0,4.667
R03086,Technology,PL,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,3.333,4.333,3.0,4.333,4.0,3.8,70.0,4.333
R03087,Technology,PL,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,3.667,3.667,4.0,3.0,4.0,3.667,66.7,3.667
R03088,Technology,PL,EMEA,Men,40-49,Individual contributor,1-2 years,Hybrid,4.0,4.0,2.0,4.667,5.0,3.933,73.3,3.667
R03089,Technology,PL,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,4.0,4.0,5.0,3.667,3.333,4.0,75.0,4.0
R03090,Technology,PL,EMEA,Women,30-39,Senior leader,10 years +,Onsite,5.0,5.0,3.0,3.667,4.333,4.2,80.0,3.333
R03092,Technology,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Hybrid,4.333,3.667,4.667,4.667,3.667,4.2,80.0,4.667
R03093,Technology,PL,EMEA,Women,18-29,Manager,10 years +,Onsite,5.0,4.333,3.333,3.667,4.0,4.067,76.7,3.333
R03094,Technology,PL,EMEA,Men,18-29,Individual contributor,< 1 year,Hybrid,3.333,2.667,3.667,4.0,3.667,3.467,61.7,3.667
R03095,Technology,PL,EMEA,Men,18-29,Team lead,6-10 years,Onsite,3.667,3.333,3.667,4.667,4.0,3.867,71.7,4.333
R03096,Technology,PL,EMEA,Men,40-49,Manager,3-5 years,Hybrid,4.333,3.667,4.0,4.0,5.0,4.2,80.0,4.0
R03097,Technology,PL,EMEA,Men,60+,Individual contributor,< 1 year,Onsite,4.333,4.333,2.667,4.667,3.667,3.933,73.3,4.0
R03098,Technology,PL,EMEA,Men,18-29,Individual contributor,10 years +,Onsite,4.0,5.0,2.667,3.667,2.333,3.533,63.3,3.667
R03099,Technology,PL,EMEA,Women,30-39,Individual contributor,10 years +,Hybrid,3.333,5.0,3.667,2.667,3.333,3.6,65.0,4.0
R03100,Technology,PL,EMEA,Women,18-29,Team lead,1-2 years,Onsite,3.667,3.333,3.0,3.333,3.0,3.267,56.7,3.0
R03101,Technology,PL,EMEA,Women,50-59,Team lead,1-2 years,Hybrid,4.667,5.0,5.0,4.333,3.667,4.533,88.3,5.0
R03102,Technology,PL,EMEA,Women,30-39,Individual contributor,10 years +,Remote,5.0,3.0,4.333,3.333,4.667,4.067,76.7,3.333
R03103,Technology,PL,EMEA,Women,30-39,Senior leader,3-5 years,Hybrid,4.0,4.667,5.0,4.333,4.0,4.4,85.0,4.667
R03104,Technology,PL,EMEA,Men,18-29,Individual contributor,3-5 years,Onsite,3.333,5.0,4.0,3.0,2.333,3.533,63.3,3.667
R03105,Technology,PL,EMEA,Men,30-39,Manager,3-5 years,Hybrid,5.0,4.333,4.333,5.0,3.0,4.333,83.3,4.333
R03107,Technology,PL,EMEA,Women,30-39,Team lead,1-2 years,Hybrid,3.333,4.0,4.333,3.667,4.667,4.0,75.0,3.667
R03108,Technology,PL,EMEA,Men,18-29,Manager,6-10 years,Remote,4.667,4.333,4.0,3.333,3.667,4.0,75.0,3.333
R03109,Technology,CA,North America,Non-binary / self-described,60+,Manager,3-5 years,Hybrid,4.0,4.333,4.667,3.333,3.667,4.0,75.0,4.333
R03110,Technology,CA,North America,Men,60+,Manager,1-2 years,Onsite,4.667,5.0,4.0,2.667,5.0,4.267,81.7,5.0
R03111,Technology,CA,North America,Women,50-59,Individual contributor,< 1 year,Onsite,4.667,5.0,4.667,4.0,5.0,4.667,91.7,5.0
R03112,Technology,CA,North America,Men,30-39,Team lead,6-10 years,Hybrid,3.667,5.0,3.667,4.333,4.333,4.2,80.0,4.667
R03113,Technology,CA,North America,Men,30-39,Individual contributor,1-2 years,Remote,4.0,4.333,3.0,2.0,5.0,3.667,66.7,2.667
R03115,Technology,CA,North America,Men,30-39,Individual contributor,3-5 years,Remote,5.0,3.0,3.0,3.333,4.0,3.667,66.7,3.333
R03116,Technology,CA,North America,Women,18-29,Individual contributor,< 1 year,Hybrid,3.667,4.0,2.333,4.333,3.333,3.533,63.3,5.0
R03117,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,4.333,4.0,4.333,3.667,4.667,4.2,80.0,4.0
R03118,Finance & Legal,SG,APAC,Men,50-59,Manager,6-10 years,Hybrid,5.0,5.0,4.333,2.333,3.667,4.067,76.7,4.0
R03119,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,1-2 years,Onsite,3.667,3.333,4.0,1.667,5.0,3.533,63.3,3.333
R03122,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,4.667,4.0,4.0,1.667,4.0,3.667,66.7,3.667
R03123,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,3-5 years,Onsite,4.0,3.667,4.0,3.667,3.667,3.8,70.0,4.333
R03124,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,4.333,4.667,2.667,4.667,4.333,4.133,78.3,4.0
R03125,Finance & Legal,SG,APAC,Women,60+,Individual contributor,< 1 year,Hybrid,4.0,5.0,4.0,3.0,4.667,4.133,78.3,4.667
R03126,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,< 1 year,Hybrid,4.667,4.667,4.667,3.0,5.0,4.4,85.0,4.0
R03127,Finance & Legal,SG,APAC,Women,30-39,Team lead,3-5 years,Hybrid,4.0,4.333,4.333,4.667,4.333,4.333,83.3,4.0
R03128,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,4.0,4.667,4.667,3.0,3.333,3.933,73.3,4.333
R03129,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,10 years +,Remote,3.667,3.667,4.333,4.0,3.333,3.8,70.0,3.333
R03130,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,1-2 years,Hybrid,5.0,5.0,4.333,3.333,4.333,4.4,85.0,4.0
R03131,Finance & Legal,SG,APAC,Men,40-49,Team lead,1-2 years,Hybrid,4.333,5.0,4.0,3.0,4.333,4.133,78.3,3.0
R03132,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,< 1 year,Onsite,5.0,3.0,4.0,4.667,4.667,4.267,81.7,3.667
R03133,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,6-10 years,Hybrid,4.667,3.333,4.0,3.0,4.333,3.867,71.7,4.667
R03134,Finance & Legal,SG,APAC,Non-binary / self-described,18-29,Manager,< 1 year,Onsite,5.0,5.0,4.333,5.0,3.333,4.533,88.3,5.0
R03136,Finance & Legal,SG,APAC,Men,40-49,Team lead,6-10 years,Hybrid,3.333,4.0,4.0,4.667,4.0,4.0,75.0,4.0
R03137,Finance & Legal,SG,APAC,Men,18-29,Team lead,1-2 years,Onsite,4.667,5.0,3.333,2.667,3.667,3.867,71.7,2.667
R03138,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,10 years +,Remote,4.333,1.667,5.0,4.333,4.667,4.0,75.0,4.0
R03139,Finance & Legal,SG,APAC,Men,60+,Manager,6-10 years,Onsite,4.0,3.333,4.0,3.333,3.333,3.6,65.0,3.667
R03140,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,6-10 years,Onsite,3.667,4.0,2.333,2.667,4.667,3.467,61.7,4.0
R03142,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,3.667,2.333,3.333,4.333,4.667,3.667,66.7,3.333
R03143,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,< 1 year,Hybrid,4.0,3.667,3.333,3.667,3.667,3.667,66.7,4.0
R03144,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,10 years +,Onsite,4.0,4.333,5.0,2.667,4.667,4.133,78.3,5.0
R03145,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,3-5 years,Hybrid,5.0,3.333,3.667,4.0,5.0,4.2,80.0,4.333
R03146,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,6-10 years,Onsite,4.0,3.0,3.0,3.0,4.333,3.467,61.7,4.333
R03147,Finance & Legal,SG,APAC,Men,18-29,Manager,< 1 year,Onsite,5.0,3.667,3.333,3.0,4.667,3.933,73.3,4.333
R03148,Finance & Legal,SG,APAC,Men,30-39,Team lead,1-2 years,Onsite,4.333,3.667,3.667,4.0,4.333,4.0,75.0,3.667
R03149,Finance & Legal,SG,APAC,Men,50-59,Individual contributor,< 1 year,Remote,3.667,4.0,5.0,4.667,5.0,4.467,86.7,3.0
R03150,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,< 1 year,Remote,5.0,5.0,3.667,3.667,4.0,4.267,81.7,4.0
R03151,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,1-2 years,Remote,4.667,4.0,5.0,3.667,4.0,4.267,81.7,4.667
R03152,Finance & Legal,SG,APAC,Non-binary / self-described,40-49,Individual contributor,10 years +,Hybrid,4.333,3.333,4.333,3.0,3.667,3.733,68.3,3.333
R03153,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,3-5 years,Remote,3.333,3.0,3.333,4.667,2.667,3.4,60.0,3.0
R03154,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Hybrid,5.0,2.0,3.667,2.667,2.667,3.2,55.0,3.667
R03155,Finance & Legal,SG,APAC,Non-binary / self-described,30-39,Individual contributor,1-2 years,Onsite,4.333,3.0,4.333,2.667,4.667,3.8,70.0,3.667
R03158,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Hybrid,3.667,4.0,5.0,3.0,3.667,3.867,71.7,4.667
R03159,Finance & Legal,CA,North America,Women,18-29,Individual contributor,6-10 years,Hybrid,3.333,3.333,2.0,3.0,4.667,3.267,56.7,3.0
R03160,Finance & Legal,CA,North America,Women,30-39,Team lead,1-2 years,Onsite,3.667,3.0,3.667,1.667,5.0,3.4,60.0,4.0
R03161,Finance & Legal,CA,North America,Men,18-29,Individual contributor,6-10 years,Hybrid,4.333,4.333,3.333,1.667,4.667,3.667,66.7,4.333
R03162,Finance & Legal,CA,North America,Women,30-39,Individual contributor,< 1 year,Remote,3.0,3.333,4.667,2.667,4.667,3.667,66.7,3.667
R03163,Finance & Legal,CA,North America,Men,30-39,Senior leader,3-5 years,Hybrid,4.667,4.0,4.333,4.0,4.667,4.333,83.3,4.667
R03164,Finance & Legal,CA,North America,Non-binary / self-described,18-29,Manager,1-2 years,Hybrid,3.333,3.0,2.667,4.0,4.0,3.4,60.0,3.333
R03165,Finance & Legal,CA,North America,Men,40-49,Individual contributor,1-2 years,Onsite,4.0,4.0,2.0,4.333,5.0,3.867,71.7,3.667
R03166,Finance & Legal,CA,North America,Men,50-59,Individual contributor,10 years +,Remote,4.0,4.333,2.0,3.0,3.667,3.4,60.0,4.333
R03168,Finance & Legal,CA,North America,Women,30-39,Individual contributor,< 1 year,Onsite,2.667,4.0,3.0,4.667,4.333,3.733,68.3,3.667
R03169,Finance & Legal,CA,North America,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,2.333,3.333,4.333,5.0,3.733,68.3,5.0
R03171,Finance & Legal,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,3.333,2.333,3.333,4.333,4.333,3.533,63.3,3.333
R03172,Finance & Legal,CA,North America,Men,40-49,Manager,1-2 years,Hybrid,3.0,3.0,4.333,4.333,3.667,3.667,66.7,4.0
R03173,Finance & Legal,CA,North America,Women,40-49,Team lead,< 1 year,Onsite,4.0,3.0,4.0,3.667,4.667,3.867,71.7,2.667
R03174,Finance & Legal,CA,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,3.667,3.333,3.667,3.0,2.333,3.2,55.0,3.0
R03176,Finance & Legal,CA,North America,Women,50-59,Individual contributor,< 1 year,Hybrid,4.333,1.667,2.333,3.0,4.333,3.133,53.3,2.667
R03178,Finance & Legal,CA,North America,Men,40-49,Individual contributor,1-2 years,Onsite,4.333,4.333,3.667,4.333,4.0,4.133,78.3,4.667
R03179,Finance & Legal,CA,North America,Non-binary / self-described,60+,Team lead,3-5 years,Onsite,4.333,4.333,3.0,2.333,4.0,3.6,65.0,3.333
R03180,Finance & Legal,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,4.333,4.0,2.0,3.0,4.333,3.533,63.3,4.0
R03181,Finance & Legal,CA,North America,Women,40-49,Individual contributor,1-2 years,Hybrid,4.0,3.333,3.333,4.0,4.333,3.8,70.0,3.333
R03182,Finance & Legal,US,North America,Men,18-29,Individual contributor,6-10 years,Onsite,2.667,1.667,4.0,3.333,4.0,3.133,53.3,3.667
R03183,Finance & Legal,US,North America,Women,50-59,Team lead,3-5 years,Onsite,4.667,1.667,3.0,3.0,3.0,3.067,51.7,3.0
R03184,Finance & Legal,US,North America,Men,50-59,Individual contributor,1-2 years,Remote,4.333,3.667,4.0,3.333,4.667,4.0,75.0,4.0
R03186,Finance & Legal,US,North America,Women,30-39,Individual contributor,10 years +,Onsite,4.667,3.333,4.333,2.333,2.667,3.467,61.7,4.0
R03187,Finance & Legal,US,North America,Women,40-49,Team lead,6-10 years,Hybrid,5.0,3.333,3.667,3.333,4.667,4.0,75.0,3.667
R03188,Finance & Legal,US,North America,Non-binary / self-described,30-39,Senior leader,3-5 years,Onsite,3.667,3.667,3.0,3.667,4.667,3.733,68.3,3.333
R03189,Finance & Legal,US,North America,Men,18-29,Individual contributor,1-2 years,Hybrid,4.667,2.667,3.333,2.667,4.667,3.6,65.0,3.333
R03190,Finance & Legal,US,North America,Women,50-59,Individual contributor,1-2 years,Onsite,3.0,3.333,4.667,3.0,4.333,3.667,66.7,2.667
R03191,Finance & Legal,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Hybrid,3.667,3.0,3.667,4.0,4.667,3.8,70.0,4.333
R03193,Finance & Legal,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,4.333,2.667,4.667,3.0,5.0,3.933,73.3,3.0
R03194,Finance & Legal,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,4.333,3.0,4.0,3.0,5.0,3.867,71.7,4.667
R03195,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,< 1 year,Onsite,4.0,3.0,4.667,3.0,4.333,3.8,70.0,4.0
R03196,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,4.0,2.333,3.333,3.333,5.0,3.6,65.0,3.667
R03197,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,4.0,3.0,3.667,3.667,5.0,3.867,71.7,4.333
R03198,Finance & Legal,SG,APAC,Men,50-59,Manager,1-2 years,Hybrid,4.0,5.0,5.0,4.333,5.0,4.667,91.7,4.667
R03201,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,< 1 year,Hybrid,4.667,4.0,2.333,3.333,5.0,3.867,71.7,4.667
R03202,Finance & Legal,SG,APAC,Women,30-39,Team lead,1-2 years,Onsite,5.0,3.333,4.0,1.0,4.333,3.533,63.3,4.0
R03204,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Remote,4.0,4.0,4.667,3.0,2.0,3.533,63.3,3.667
R03205,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Remote,3.667,4.667,4.667,4.667,4.667,4.467,86.7,4.0
