response_id,team_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,shift_worker,responded,submitted_date,enps,bel_01,bel_02,bel_03,voi_01,voi_02,voi_03,psy_01,psy_02,psy_03,fair_01,fair_02,fair_03,ldr_01,ldr_02,ldr_03,inc_out_01,inc_out_02,inc_out_03
R03135,T127,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03136,T127,Finance & Legal,SG,APAC,Men,40-49,Team lead,6-10 years,Hybrid,0,1,2026-05-06,10,4,4,2,4,4,4,4,4,4,5,4,5,4,4,4,4,5,3
R03137,T127,Finance & Legal,SG,APAC,Men,18-29,Team lead,1-2 years,Onsite,0,1,2026-05-04,7,5,4,5,5,5,5,3,3,4,2,4,2,4,4,3,3,3,2
R03138,T127,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,10 years +,Remote,0,1,2026-05-05,10,3,5,5,1,1,3,5,5,5,4,5,4,5,4,5,4,4,4
R03139,T127,Finance & Legal,SG,APAC,Men,60+,Manager,6-10 years,Onsite,0,1,2026-05-10,6,3,5,4,4,4,2,4,4,4,3,3,4,4,3,3,4,3,4
R03140,T127,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-04,4,4,4,3,4,4,4,3,2,2,3,2,3,5,5,4,5,3,4
R03141,T127,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,3-5 years,Remote,0,0,,,,,,,,,,,,,,,,,,,,
R03142,T127,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-22,7,4,4,3,2,2,3,3,4,3,4,5,4,4,5,5,3,4,3
R03143,T127,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,< 1 year,Hybrid,0,1,2026-05-04,9,5,3,4,4,3,4,3,4,3,3,3,5,4,3,4,5,4,3
R03144,T127,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,10 years +,Onsite,0,1,2026-05-05,9,4,4,4,5,3,5,5,5,5,3,2,3,4,5,5,5,5,5
R03145,T127,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-19,6,5,5,5,3,3,4,5,3,3,4,3,5,5,5,5,5,5,3
R03146,T127,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-13,9,3,5,4,3,4,2,3,3,3,3,3,3,5,4,4,4,4,5
R03147,T127,Finance & Legal,SG,APAC,Men,18-29,Manager,< 1 year,Onsite,0,1,2026-05-04,9,5,5,5,4,4,3,3,3,4,3,2,4,5,5,4,5,4,4
R03148,T127,Finance & Legal,SG,APAC,Men,30-39,Team lead,1-2 years,Onsite,0,1,2026-05-04,7,4,4,5,3,4,4,4,3,4,4,4,4,5,5,3,4,3,4
R03149,T127,Finance & Legal,SG,APAC,Men,50-59,Individual contributor,< 1 year,Remote,0,1,2026-05-15,8,4,4,3,3,4,5,5,5,5,5,5,4,5,5,5,4,2,3
R03150,T127,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,< 1 year,Remote,0,1,2026-05-16,9,5,5,5,5,5,5,3,3,5,4,3,4,4,4,4,3,4,5
R03151,T127,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,1-2 years,Remote,0,1,2026-05-22,8,5,5,4,4,4,4,5,5,5,4,4,3,4,4,4,5,5,4
R03152,T127,Finance & Legal,SG,APAC,Non-binary / self-described,40-49,Individual contributor,10 years +,Hybrid,0,1,2026-05-08,10,5,4,4,3,4,3,5,4,4,2,3,4,4,4,3,4,4,2
R03153,T127,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,3-5 years,Remote,0,1,2026-05-21,8,3,3,4,3,3,3,3,3,4,5,4,5,3,3,2,3,2,4
R03154,T127,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Hybrid,0,1,2026-05-22,8,5,5,5,2,2,2,3,4,4,2,3,3,3,3,2,4,4,3
R03155,T127,Finance & Legal,SG,APAC,Non-binary / self-described,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-06,8,4,5,4,3,3,3,4,4,5,3,2,3,5,5,4,3,4,4
R03156,T127,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03157,T127,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03158,T127,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-22,8,5,3,3,4,5,3,5,5,5,3,2,4,3,4,4,5,4,5
R03159,T128,Finance & Legal,CA,North America,Women,18-29,Individual contributor,6-10 years,Hybrid,0,1,2026-05-22,7,3,3,4,3,3,4,2,2,2,3,3,3,5,5,4,3,2,4
R03160,T128,Finance & Legal,CA,North America,Women,30-39,Team lead,1-2 years,Onsite,0,1,2026-05-16,7,4,4,3,3,2,4,4,4,3,2,1,2,5,5,5,4,4,4
R03161,T128,Finance & Legal,CA,North America,Men,18-29,Individual contributor,6-10 years,Hybrid,0,1,2026-05-04,8,4,4,5,5,5,3,3,3,4,1,2,2,4,5,5,5,3,5
R03162,T128,Finance & Legal,CA,North America,Women,30-39,Individual contributor,< 1 year,Remote,0,1,2026-05-22,10,3,4,2,3,3,4,5,4,5,2,3,3,4,5,5,3,4,4
R03163,T128,Finance & Legal,CA,North America,Men,30-39,Senior leader,3-5 years,Hybrid,0,1,2026-05-13,10,5,4,5,4,4,4,5,4,4,3,4,5,5,4,5,5,5,4
R03164,T128,Finance & Legal,CA,North America,Non-binary / self-described,18-29,Manager,1-2 years,Hybrid,0,1,2026-05-07,8,3,4,3,3,3,3,2,3,3,4,4,4,4,4,4,4,4,2
R03165,T128,Finance & Legal,CA,North America,Men,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-04,6,4,4,4,3,4,5,1,2,3,4,4,5,5,5,5,3,4,4
R03166,T128,Finance & Legal,CA,North America,Men,50-59,Individual contributor,10 years +,Remote,0,1,2026-05-05,9,5,4,3,5,4,4,2,2,2,2,2,5,4,3,4,4,5,4
R03167,T128,Finance & Legal,CA,North America,Men,30-39,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03168,T128,Finance & Legal,CA,North America,Women,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-15,8,3,2,3,3,5,4,3,2,4,4,5,5,4,5,4,4,4,3
R03169,T128,Finance & Legal,CA,North America,Men,50-59,Individual contributor,3-5 years,Onsite,0,1,2026-05-15,9,5,3,3,2,3,2,3,3,4,5,4,4,5,5,5,5,5,5
R03170,T128,Finance & Legal,CA,North America,Women,18-29,Team lead,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03171,T128,Finance & Legal,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-05,8,3,3,4,2,3,2,3,3,4,5,4,4,5,4,4,3,4,3
R03172,T128,Finance & Legal,CA,North America,Men,40-49,Manager,1-2 years,Hybrid,0,1,2026-05-04,6,3,3,3,2,4,3,5,4,4,4,5,4,3,4,4,4,4,4
R03173,T128,Finance & Legal,CA,North America,Women,40-49,Team lead,< 1 year,Onsite,0,1,2026-05-13,5,4,5,3,2,4,3,4,4,4,4,4,3,5,5,4,3,3,2
R03174,T128,Finance & Legal,CA,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-18,6,4,4,3,4,4,2,4,3,4,4,3,2,2,3,2,3,2,4
R03175,T128,Finance & Legal,CA,North America,Men,60+,Individual contributor,10 years +,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03176,T128,Finance & Legal,CA,North America,Women,50-59,Individual contributor,< 1 year,Hybrid,0,1,2026-05-06,6,4,4,5,1,1,3,2,2,3,4,3,2,5,5,3,3,2,3
R03177,T128,Finance & Legal,CA,North America,Men,40-49,Individual contributor,10 years +,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03178,T128,Finance & Legal,CA,North America,Men,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-16,10,5,4,4,4,4,5,3,4,4,4,4,5,4,4,4,5,5,4
R03179,T128,Finance & Legal,CA,North America,Non-binary / self-described,60+,Team lead,3-5 years,Onsite,0,1,2026-05-11,6,4,4,5,4,5,4,2,2,5,2,3,2,4,5,3,4,2,4
R03180,T128,Finance & Legal,CA,North America,Women,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-15,7,5,4,4,4,5,3,2,2,2,4,2,3,4,5,4,4,4,4
R03181,T128,Finance & Legal,CA,North America,Women,40-49,Individual contributor,1-2 years,Hybrid,0,1,2026-05-21,6,5,4,3,3,4,3,3,4,3,3,5,4,5,4,4,4,3,3
R03182,T129,Finance & Legal,US,North America,Men,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-08,6,2,4,2,2,2,1,3,4,5,4,3,3,4,4,4,3,4,4
R03183,T129,Finance & Legal,US,North America,Women,50-59,Team lead,3-5 years,Onsite,0,1,2026-05-16,7,5,4,5,2,2,1,3,3,3,3,3,3,3,3,3,4,2,3
R03184,T129,Finance & Legal,US,North America,Men,50-59,Individual contributor,1-2 years,Remote,0,1,2026-05-16,8,4,5,4,4,4,3,3,4,5,4,3,3,4,5,5,4,5,3
R03185,T129,Finance & Legal,US,North America,Women,40-49,Team lead,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03186,T129,Finance & Legal,US,North America,Women,30-39,Individual contributor,10 years +,Onsite,0,1,2026-05-04,8,4,5,5,4,4,2,4,4,5,3,2,2,4,2,2,3,5,4
R03187,T129,Finance & Legal,US,North America,Women,40-49,Team lead,6-10 years,Hybrid,0,1,2026-05-17,8,5,5,5,4,4,2,3,4,4,3,3,4,5,5,4,4,4,3
R03188,T129,Finance & Legal,US,North America,Non-binary / self-described,30-39,Senior leader,3-5 years,Onsite,0,1,2026-05-21,8,3,4,4,5,3,3,2,3,4,4,4,3,5,4,5,3,4,3
R03189,T129,Finance & Legal,US,North America,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-18,7,4,5,5,2,3,3,3,3,4,2,3,3,5,4,5,3,4,3
R03190,T129,Finance & Legal,US,North America,Women,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-16,7,3,3,3,3,3,4,4,5,5,3,3,3,5,4,4,3,3,2
R03191,T130,Finance & Legal,DE,EMEA,Women,50-59,Individual contributor,1-2 years,Hybrid,0,1,2026-05-07,8,4,4,3,4,2,3,4,4,3,4,4,4,5,5,4,4,5,4
R03192,T130,Finance & Legal,DE,EMEA,Men,30-39,Individual contributor,< 1 year,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03193,T130,Finance & Legal,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-22,3,5,4,4,3,2,3,5,4,5,3,3,3,5,5,5,4,3,2
R03194,T130,Finance & Legal,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-21,9,4,5,4,3,4,2,3,4,5,2,4,3,5,5,5,5,5,4
R03195,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,< 1 year,Onsite,0,1,2026-05-15,10,4,4,4,2,3,4,5,5,4,3,2,4,5,5,3,4,4,4
R03196,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-15,6,4,4,4,2,3,2,3,3,4,4,3,3,5,5,5,4,4,3
R03197,T131,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,0,1,2026-05-11,7,3,5,4,3,3,3,3,3,5,4,3,4,5,5,5,4,4,5
R03198,T131,Finance & Legal,SG,APAC,Men,50-59,Manager,1-2 years,Hybrid,0,1,2026-05-15,10,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4
R03199,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03200,T131,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03201,T131,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,< 1 year,Hybrid,0,1,2026-05-17,10,5,5,4,3,5,4,2,2,3,4,3,3,5,5,5,5,4,5
R03202,T131,Finance & Legal,SG,APAC,Women,30-39,Team lead,1-2 years,Onsite,0,1,2026-05-22,9,5,5,5,4,4,2,4,4,4,1,1,1,5,4,4,4,4,4
R03203,T131,Finance & Legal,SG,APAC,Non-binary / self-described,40-49,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03204,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Remote,0,1,2026-05-17,7,4,4,4,4,4,4,5,4,5,2,3,4,1,3,2,4,4,3
R03205,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Remote,0,1,2026-05-08,9,4,3,4,4,5,5,5,4,5,5,4,5,4,5,5,4,4,4
R03206,T131,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03207,T131,Finance & Legal,SG,APAC,Women,40-49,Team lead,< 1 year,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03208,T131,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,10 years +,Onsite,0,1,2026-05-15,8,5,5,4,4,4,5,4,3,4,5,3,3,4,4,3,4,4,5
R03209,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-08,7,5,4,4,4,3,4,4,3,4,3,4,3,5,4,4,4,4,3
R03210,T131,Finance & Legal,SG,APAC,Men,40-49,Team lead,6-10 years,Onsite,0,1,2026-05-15,8,5,5,4,3,2,2,3,5,5,5,5,4,4,5,4,4,5,5
R03211,T131,Finance & Legal,SG,APAC,Women,60+,Individual contributor,< 1 year,Onsite,0,1,2026-05-15,6,5,5,4,4,3,4,3,2,4,4,4,3,5,5,5,3,3,4
R03212,T131,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,< 1 year,Remote,0,1,2026-05-06,10,5,5,5,3,3,4,3,4,5,4,3,4,4,5,4,4,3,5
R03213,T131,Finance & Legal,SG,APAC,Women,50-59,Team lead,< 1 year,Onsite,0,1,2026-05-13,10,4,5,4,5,5,4,4,3,5,3,5,3,4,4,3,4,4,4
R03214,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-18,7,2,3,1,3,4,3,3,4,5,4,4,4,5,5,5,4,4,3
R03215,T131,Finance & Legal,SG,APAC,Non-binary / self-described,40-49,Individual contributor,< 1 year,Hybrid,0,1,2026-05-06,7,5,5,5,3,3,2,5,5,5,4,3,4,4,4,5,5,5,5
R03216,T131,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,3-5 years,Hybrid,0,1,2026-05-10,9,4,5,4,5,4,4,5,4,5,4,4,2,4,3,3,4,4,4
R03217,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,6-10 years,Hybrid,0,1,2026-05-07,8,5,5,5,1,2,3,4,4,4,4,3,3,5,5,4,5,5,5
R03218,T131,Finance & Legal,SG,APAC,Men,30-39,Manager,3-5 years,Onsite,0,1,2026-05-12,8,5,5,4,3,3,3,4,4,3,3,3,3,5,5,5,4,4,5
R03219,T131,Finance & Legal,SG,APAC,Women,40-49,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03220,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,< 1 year,Onsite,0,1,2026-05-10,10,2,3,3,5,4,4,5,4,4,4,3,4,3,4,3,5,4,4
R03221,T131,Finance & Legal,SG,APAC,Men,18-29,Manager,3-5 years,Remote,0,1,2026-05-16,7,5,5,5,3,3,3,2,4,4,1,1,3,5,4,3,5,4,1
R03222,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,3-5 years,Onsite,0,1,2026-05-15,6,5,5,5,4,2,3,5,4,5,4,4,3,3,4,4,3,3,3
R03223,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-20,3,4,4,4,3,2,3,3,2,3,2,2,3,4,5,4,2,2,1
R03224,T131,Finance & Legal,SG,APAC,Women,50-59,Individual contributor,1-2 years,Onsite,0,1,2026-05-06,8,4,4,4,4,3,5,4,4,4,3,4,3,3,5,4,5,4,5
R03225,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,1-2 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03226,T131,Finance & Legal,SG,APAC,Men,18-29,Team lead,< 1 year,Remote,0,0,,,,,,,,,,,,,,,,,,,,
R03227,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-06,6,4,3,3,2,3,3,3,5,5,4,4,4,2,4,4,3,2,4
R03228,T131,Finance & Legal,SG,APAC,Men,18-29,Manager,3-5 years,Onsite,0,1,2026-05-15,7,5,5,5,3,4,5,4,4,4,5,4,5,4,3,4,5,4,5
R03229,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,6-10 years,Remote,0,1,2026-05-18,9,5,5,5,4,3,3,4,3,4,3,3,4,5,4,3,4,5,5
R03230,T131,Finance & Legal,SG,APAC,Men,50-59,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03231,T131,Finance & Legal,SG,APAC,Women,40-49,Manager,1-2 years,Onsite,0,1,2026-05-19,10,5,5,4,4,5,4,2,4,3,5,4,4,5,5,4,4,4,3
R03232,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,6-10 years,Hybrid,0,1,2026-05-17,7,4,3,3,3,3,3,4,3,3,2,3,4,4,3,4,4,3,4
R03233,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,1-2 years,Onsite,0,1,2026-05-16,7,2,2,3,3,3,4,4,4,5,3,2,3,5,5,4,4,3,4
R03234,T131,Finance & Legal,SG,APAC,Men,60+,Individual contributor,1-2 years,Remote,0,1,2026-05-09,7,4,4,4,4,5,4,3,3,4,3,3,4,4,5,5,5,4,4
R03235,T131,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03236,T131,Finance & Legal,SG,APAC,Men,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-21,7,5,5,5,5,5,3,4,2,3,3,2,3,4,3,2,2,4,3
R03237,T131,Finance & Legal,SG,APAC,Non-binary / self-described,40-49,Individual contributor,6-10 years,Hybrid,0,1,2026-05-21,7,5,5,5,3,3,4,2,2,3,4,4,3,4,3,4,5,4,5
R03238,T131,Finance & Legal,SG,APAC,Women,30-39,Individual contributor,< 1 year,Hybrid,0,1,2026-05-09,6,3,3,3,5,5,5,5,5,5,3,2,2,4,5,4,2,4,4
R03239,T131,Finance & Legal,SG,APAC,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-07,5,4,4,3,3,3,3,3,5,5,3,2,3,5,5,5,4,3,3
R03240,T131,Finance & Legal,SG,APAC,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-17,5,3,4,3,3,3,4,3,2,3,3,3,4,3,4,4,5,3,1
R03241,T131,Finance & Legal,SG,APAC,Non-binary / self-described,30-39,Individual contributor,3-5 years,Hybrid,0,1,2026-05-04,6,4,4,4,5,4,3,4,3,5,4,4,4,4,5,4,3,3,3
R03242,T131,Finance & Legal,SG,APAC,Women,60+,Individual contributor,< 1 year,Hybrid,0,1,2026-05-15,6,3,5,3,4,5,4,2,3,4,3,3,4,5,4,4,2,2,2
R03243,T131,Finance & Legal,SG,APAC,Women,30-39,Manager,3-5 years,Onsite,0,1,2026-05-20,9,4,5,5,2,4,3,4,4,2,4,3,4,4,4,3,3,4,5
R03244,T131,Finance & Legal,SG,APAC,Men,40-49,Individual contributor,10 years +,Onsite,0,1,2026-05-21,9,4,5,4,4,3,3,4,3,3,4,4,5,5,5,5,4,3,4
R03245,T131,Finance & Legal,SG,APAC,Non-binary / self-described,60+,Individual contributor,1-2 years,Onsite,0,1,2026-05-10,9,4,5,5,4,4,3,5,5,5,4,4,5,4,3,4,5,5,4
R03246,T132,Finance & Legal,CA,North America,Men,40-49,Individual contributor,6-10 years,Onsite,0,1,2026-05-22,6,3,3,4,4,3,4,3,4,4,4,4,4,4,5,5,5,4,3
R03247,T132,Finance & Legal,CA,North America,Women,18-29,Senior leader,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03248,T132,Finance & Legal,CA,North America,Men,30-39,Individual contributor,3-5 years,Remote,0,1,2026-05-05,4,3,2,3,2,2,3,3,2,2,4,2,4,3,2,2,4,1,1
R03249,T132,Finance & Legal,CA,North America,Men,40-49,Individual contributor,3-5 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03250,T132,Finance & Legal,CA,North America,Women,18-29,Individual contributor,3-5 years,Hybrid,0,1,2026-05-17,6,3,4,3,3,3,4,1,1,2,2,2,2,3,4,4,5,2,3
R03251,T132,Finance & Legal,CA,North America,Women,18-29,Team lead,3-5 years,Onsite,0,1,2026-05-05,6,4,5,3,4,3,4,2,3,4,4,5,5,5,5,5,4,3,4
R03252,T132,Finance & Legal,CA,North America,Men,50-59,Individual contributor,6-10 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03253,T132,Finance & Legal,CA,North America,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-21,7,3,3,2,2,3,3,4,3,4,3,3,3,4,4,3,5,5,5
R03254,T132,Finance & Legal,CA,North America,Men,50-59,Senior leader,10 years +,Onsite,0,1,2026-05-19,8,5,4,4,5,4,5,5,4,5,2,2,2,4,5,3,4,4,5
R03255,T132,Finance & Legal,CA,North America,Men,50-59,Individual contributor,< 1 year,Remote,0,1,2026-05-16,8,5,5,4,4,4,5,3,1,2,4,4,3,5,5,5,5,4,4
R03256,T132,Finance & Legal,CA,North America,Men,30-39,Individual contributor,1-2 years,Hybrid,0,1,2026-05-15,7,4,5,3,3,4,3,5,4,5,3,4,3,5,4,4,4,5,4
R03257,T132,Finance & Legal,CA,North America,Men,18-29,Individual contributor,6-10 years,Hybrid,0,1,2026-05-18,7,3,4,3,5,4,4,2,1,2,3,3,2,2,2,2,4,2,1
R03258,T132,Finance & Legal,CA,North America,Non-binary / self-described,30-39,Team lead,3-5 years,Hybrid,0,1,2026-05-08,7,4,5,3,2,2,3,4,5,4,3,2,3,2,2,2,3,2,3
R03259,T132,Finance & Legal,CA,North America,Men,30-39,Individual contributor,10 years +,Hybrid,0,1,2026-05-11,8,4,5,2,2,2,3,4,4,3,1,3,2,4,4,4,3,3,4
R03260,T132,Finance & Legal,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,0,1,2026-05-06,8,3,4,2,3,2,2,4,3,4,3,3,4,5,5,5,4,4,4
R03261,T132,Finance & Legal,CA,North America,Men,60+,Individual contributor,10 years +,Remote,0,1,2026-05-04,8,4,3,5,4,4,5,4,4,5,3,2,3,3,5,2,4,4,4
R03262,T132,Finance & Legal,CA,North America,Women,40-49,Individual contributor,3-5 years,Remote,0,1,2026-05-21,6,3,4,4,1,2,1,2,4,4,4,4,4,4,3,4,4,5,3
R03263,T132,Finance & Legal,CA,North America,Women,40-49,Manager,1-2 years,Hybrid,0,1,2026-05-05,4,5,5,5,2,4,4,3,4,4,3,3,3,3,2,3,3,2,2
R03264,T132,Finance & Legal,CA,North America,Women,18-29,Individual contributor,1-2 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03265,T132,Finance & Legal,CA,North America,Men,60+,Individual contributor,3-5 years,Hybrid,0,1,2026-05-06,6,3,4,5,3,3,3,3,4,3,1,2,3,5,5,3,5,3,5
R03266,T132,Finance & Legal,CA,North America,Men,60+,Individual contributor,6-10 years,Onsite,0,1,2026-05-05,7,5,4,4,3,4,2,4,4,3,3,3,3,4,4,3,4,4,5
R03267,T132,Finance & Legal,CA,North America,Men,18-29,Individual contributor,< 1 year,Hybrid,0,1,2026-05-05,5,4,3,5,5,4,3,3,3,2,1,3,3,4,4,4,2,3,3
R03268,T132,Finance & Legal,CA,North America,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,0,1,2026-05-05,5,2,3,4,3,3,3,3,2,5,3,4,4,4,5,5,2,3,3
R03269,T132,Finance & Legal,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,0,1,2026-05-07,9,3,2,3,4,5,4,3,2,3,3,2,3,4,3,2,4,5,4
R03270,T132,Finance & Legal,CA,North America,Women,40-49,Individual contributor,< 1 year,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03271,T132,Finance & Legal,CA,North America,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-14,7,4,4,5,3,2,3,4,2,3,2,3,4,3,2,1,3,3,2
R03272,T132,Finance & Legal,CA,North America,Men,50-59,Individual contributor,6-10 years,Hybrid,0,1,2026-05-17,9,4,2,4,3,3,4,2,3,4,2,1,2,4,4,2,5,5,4
R03273,T132,Finance & Legal,CA,North America,Men,40-49,Team lead,6-10 years,Hybrid,0,1,2026-05-07,9,4,4,3,2,3,3,3,4,4,4,2,2,3,3,3,3,5,3
R03274,T132,Finance & Legal,CA,North America,Men,40-49,Individual contributor,3-5 years,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03275,T132,Finance & Legal,CA,North America,Women,18-29,Individual contributor,6-10 years,Onsite,0,1,2026-05-08,7,3,2,2,3,4,2,3,4,3,1,1,2,2,3,2,4,3,2
R03276,T132,Finance & Legal,CA,North America,Men,18-29,Individual contributor,1-2 years,Hybrid,0,1,2026-05-08,9,4,5,3,3,4,3,4,3,3,2,3,3,3,2,3,5,5,5
R03277,T132,Finance & Legal,CA,North America,Men,18-29,Individual contributor,3-5 years,Remote,0,1,2026-05-22,6,3,3,4,4,5,3,4,3,2,3,2,3,4,3,3,4,4,3
R03278,T133,Finance & Legal,PL,EMEA,Men,30-39,Individual contributor,3-5 years,Remote,0,1,2026-05-19,8,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5
R03279,T133,Finance & Legal,PL,EMEA,Men,30-39,Manager,< 1 year,Onsite,0,1,2026-05-07,10,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5
R03280,T133,Finance & Legal,PL,EMEA,Men,18-29,Individual contributor,10 years +,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03281,T133,Finance & Legal,PL,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,0,1,2026-05-16,9,5,5,5,3,3,3,5,3,4,2,3,3,4,5,4,5,5,4
R03282,T133,Finance & Legal,PL,EMEA,Women,40-49,Team lead,1-2 years,Hybrid,0,1,2026-05-19,9,5,5,4,4,4,5,3,4,3,4,4,4,5,5,5,5,5,5
R03283,T133,Finance & Legal,PL,EMEA,Women,30-39,Individual contributor,6-10 years,Hybrid,0,0,,,,,,,,,,,,,,,,,,,,
R03284,T133,Finance & Legal,PL,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,0,0,,,,,,,,,,,,,,,,,,,,
R03285,T133,Finance & Legal,PL,EMEA,Men,30-39,Team lead,6-10 years,Onsite,0,1,2026-05-15,10,5,5,5,5,5,5,4,4,4,5,3,5,5,5,4,5,3,4
R03286,T133,Finance & Legal,PL,EMEA,Men,50-59,Manager,3-5 years,Onsite,0,1,2026-05-13,9,5,5,5,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5
